,MEMBER_NO,FFP_days,FFP_TIER,DAYS_FROM_LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,P1Y_Flight_Count,L1Y_Flight_Count,runoff_flag
58177,59048,1181,5,2,43,0.6997169440000001,93727,15,28,0
58178,59049,1100,4,301,3,0.967911715,1767,2,1,0
58179,59050,717,4,337,5,0.6587559270000001,12443,3,2,0
58180,59051,1210,4,4,27,0.54469424,34357,5,22,0
58181,59052,622,4,490,4,0.7690198490000001,9774,4,0,1
58182,59053,909,4,487,4,0.8019251629999999,3688,4,0,1
58183,59054,1167,5,2,33,0.776768228,37908,4,29,0
58184,59055,1169,4,110,11,0.881226689,29225,6,5,0
58185,59056,1203,4,445,5,0.623341391,3723,5,0,1
58186,59057,1193,4,217,8,0.69272964,14980,5,3,0
58187,59058,1103,4,158,5,0.889673203,3978,2,3,0
58188,59059,1141,4,2,17,0.600247133,25371,9,8,0
58189,59060,1162,4,17,11,0.6842108790000001,13439,8,3,0
58190,59061,1213,4,151,9,0.7374209840000001,45940,3,6,0
58191,59062,1214,4,497,2,0.686330661,2619,2,0,1
58192,59063,1213,4,17,15,0.597685632,27541,8,7,0
58193,59064,1225,4,51,35,0.612732301,69242,18,17,0
58194,59065,1217,4,9,13,0.666175996,18580,5,8,0
58195,59066,1220,4,39,26,0.630531366,30638,10,16,0
58196,59067,1205,4,214,33,0.7885411090000001,26527,26,7,1
58197,59068,1211,4,83,14,0.5868321439999999,22138,6,8,0
58198,59069,1199,4,60,21,0.650857106,23556,13,8,0
58199,59070,1007,4,163,11,0.635881851,14050,4,7,1
58200,59071,1166,4,30,2,0.915,1518,0,2,0
58201,59072,875,4,71,7,0.6174662670000001,6003,3,4,0
58202,59073,1022,4,23,28,0.8619705540000001,20852,17,11,0
58203,59074,1020,4,460,5,0.6007428570000001,3500,5,0,1
58204,59075,1202,4,472,3,0.752646578,21405,3,0,1
58205,59076,1070,4,27,2,0.5611728029999999,3368,0,2,1
58206,59077,925,4,1,24,0.6922974740000001,24466,14,10,0
58207,59078,1174,4,466,8,0.8,9616,8,0,1
58208,59079,1206,4,534,3,0.75,6402,3,0,1
58209,59080,917,4,316,22,0.7827721,22896,21,1,1
58210,59081,741,4,183,15,0.7848074159999999,29234,8,7,1
58211,59082,1005,4,287,8,0.6672495270000001,9522,5,3,1
58212,59083,1085,4,95,3,0.63,3363,0,3,1
58213,59084,1110,4,84,19,0.7463527529999999,23722,17,2,0
58214,59085,1083,4,376,2,0.76254372,3145,2,0,1
58215,59086,1063,4,30,12,0.649333284,13634,9,3,0
58216,59087,1082,4,432,3,0.646138614,2020,3,0,1
58217,59088,1010,4,235,9,1.380319782,12102,6,3,1
58218,59089,1110,4,372,9,1.033858438,9268,9,0,1
58219,59090,1165,4,90,4,0.562829657,4262,1,3,0
58220,59091,954,5,9,14,0.793883575,13382,6,8,0
58221,59092,1112,4,234,4,0.52,10840,2,2,0
58222,59093,1111,4,633,2,0.593032308,2569,2,0,1
58223,59094,1125,4,36,21,0.6343902610000001,29242,13,8,0
58224,59095,1135,4,34,2,0.53,746,0,2,1
58225,59096,518,4,141,17,0.69198408,21733,7,10,1
58226,59097,1165,4,445,2,1.0,1529,2,0,1
58227,59098,1171,4,268,5,0.846561505,7227,4,1,0
58228,59099,1062,4,35,2,0.34,1938,0,2,0
58229,59100,1063,4,2,17,0.664354846,20871,6,11,0
58230,59101,1011,4,217,16,0.597206286,32770,8,8,1
58231,59102,943,4,81,37,0.9266761,40991,19,18,0
58232,59103,926,4,30,22,0.8778373159999999,17076,12,10,0
58233,59104,1068,4,177,8,0.630895302,18262,3,5,1
58234,59105,931,4,108,5,0.7441080440000001,3369,0,5,1
58235,59106,989,4,153,10,0.619506436,9867,2,8,1
58236,59107,1050,4,3,5,0.426929111,6757,2,3,0
58237,59108,1130,4,160,7,0.7940096390000001,14525,0,7,1
58238,59109,1153,4,110,12,0.634413418,16366,7,5,0
58239,59110,973,4,370,7,0.936916534,14461,7,0,1
58240,59111,961,4,208,9,0.752822425,7777,5,4,1
58241,59112,1069,4,327,4,0.831766055,8720,3,1,1
58242,59113,1174,4,224,7,0.488571429,8365,3,4,1
58243,59114,1133,4,12,23,0.8107752570000001,40593,11,12,0
58244,59115,1151,4,14,25,0.830337042,34061,11,14,0
58245,59116,1134,4,8,10,0.551788618,12054,3,7,0
58246,59117,1157,4,74,17,0.651307289,22321,12,5,0
58247,59118,1158,4,383,2,1.0,1492,2,0,1
58248,59119,1107,4,5,14,0.713940912,23152,7,7,0
58249,59120,1101,4,438,11,0.879832684,9503,11,0,1
58250,59121,1123,4,229,6,0.752408176,6262,5,1,0
58251,59122,1120,4,251,8,0.72224969,17718,7,1,1
58252,59123,1165,4,161,19,1.436811309,25926,13,6,1
58253,59124,1069,4,153,8,0.8175665459999999,6612,5,3,0
58254,59125,882,4,67,3,1.103333333,8526,1,2,0
58255,59126,1113,4,234,3,0.867277615,4092,2,1,0
58256,59127,950,4,93,4,1.2375,9780,3,1,0
58257,59128,589,4,136,8,0.7925,25840,6,2,0
58258,59129,763,4,201,2,0.9,6460,0,2,1
58259,59130,1158,4,263,3,0.679246364,4538,1,2,0
58260,59132,1277,4,75,6,0.820930983,4028,4,2,0
58261,59133,1163,4,80,5,0.510244885,3226,2,3,0
58262,59134,1174,4,7,7,0.616508068,10845,0,7,0
58263,59135,1124,4,10,37,0.631177959,45443,16,21,0
58264,59136,718,4,566,8,0.7263242190000001,12800,8,0,1
58265,59137,691,4,19,19,0.811631885,59514,7,12,0
58266,59138,817,4,256,4,0.8425,12920,2,2,1
58267,59139,1118,4,199,6,0.679886227,9141,4,2,1
58268,59140,1126,4,6,17,0.60856703,12017,6,11,0
58269,59141,1049,4,647,2,0.75,4268,2,0,1
58270,59142,1131,4,285,16,0.779275285,16779,11,5,1
58271,59143,954,5,8,48,0.776952312,78489,22,26,0
58272,59144,1064,4,130,13,0.5128724570000001,14552,9,4,0
58273,59145,1032,4,42,12,0.549771507,21970,6,6,0
58274,59146,1105,4,226,12,0.834244311,13008,10,2,1
58275,59147,1019,4,12,16,0.764722018,16332,9,7,0
58276,59148,1033,4,533,2,0.7,1746,2,0,1
58277,59149,1035,4,18,8,0.8797110220000001,10243,6,2,0
58278,59150,1058,4,214,3,0.783559428,3214,2,1,0
58279,59151,1056,4,86,2,0.506586902,3970,0,2,1
58280,59152,1113,4,214,11,0.757110255,10385,9,2,1
58281,59153,1083,4,248,3,0.793746541,3614,0,3,1
58282,59154,970,4,21,2,0.491212959,2531,1,1,0
58283,59155,972,4,2,15,0.6384820999999999,22933,3,12,0
58284,59156,989,4,679,3,0.572776968,4116,3,0,1
58285,59157,955,4,157,8,0.973302492,9511,0,8,1
58286,59158,878,6,9,39,0.7990364459999999,43132,7,32,0
58287,59159,986,4,436,4,0.5,7868,4,0,1
58288,59160,939,4,232,8,0.7274506270000001,9975,4,4,1
58289,59161,923,4,14,11,0.538434505,14398,6,5,0
58290,59162,955,4,90,9,0.529336801,7690,3,6,0
58291,59163,1137,4,86,4,0.395,7868,2,2,0
58292,59164,1160,4,92,2,0.392827897,2882,0,2,0
58293,59165,1161,4,13,22,0.6895478709999999,37622,8,14,0
58294,59166,1166,4,3,4,0.67136061,7210,0,4,0
58295,59167,1086,4,346,6,1.0,3574,5,1,1
58296,59168,1155,4,77,18,0.7640150370000001,19818,11,7,0
58297,59169,1369,4,274,6,0.778333333,2478,4,2,1
58298,59170,1067,4,4,7,0.955134155,5516,6,1,0
58299,59171,1142,4,170,6,0.701037184,12129,4,2,0
58300,59172,1141,4,48,2,0.87,5942,0,2,1
58301,59173,1123,4,149,4,0.455182473,8467,2,2,0
58302,59174,1132,4,49,6,0.8067480709999999,37836,2,4,0
58303,59175,1022,4,99,12,0.656780979,10935,5,7,0
58304,59176,1121,4,640,3,0.797379913,3435,3,0,1
58305,59177,1109,4,34,11,0.81137999,8116,5,6,0
58306,59178,1133,4,168,18,0.716340364,21289,14,4,1
58307,59179,1151,4,21,46,0.660318348,57390,24,22,0
58308,59180,1134,4,17,23,0.729891538,36234,5,18,0
58309,59181,920,4,593,4,0.820734155,6974,4,0,1
58310,59182,957,4,96,5,0.845760981,2937,2,3,0
58311,59183,948,4,377,2,0.676015272,5762,2,0,1
58312,59184,1120,4,137,19,0.556796905,25850,5,14,0
58313,59185,1122,4,100,11,0.624616684,14805,8,3,0
58314,59186,1145,4,187,5,0.6589541729999999,6961,2,3,1
58315,59187,1129,4,28,38,0.781068303,26968,32,6,0
58316,59188,1136,4,153,4,0.7425,8308,3,1,0
58317,59189,1109,5,26,52,1.136604711,44279,30,22,0
58318,59190,1247,4,166,8,0.574053422,10258,4,4,0
58319,59191,1108,4,89,5,0.536,3280,0,5,0
58320,59192,1159,5,27,9,0.833962219,16781,0,9,0
58321,59193,1180,4,76,23,0.637134665,21624,11,12,0
58322,59194,1031,4,3,5,0.8535595779999999,3978,0,5,0
58323,59195,748,4,635,2,0.8,1074,2,0,1
58324,59196,1095,4,82,2,0.265393159,2251,0,2,0
58325,59197,1089,4,76,3,1.457499329,3727,0,3,0
58326,59198,1016,4,10,12,0.652656772,20348,7,5,0
58327,59199,1048,4,341,13,0.7542501220000001,18423,11,2,1
58328,59200,1049,4,508,3,0.783670412,4005,3,0,1
58329,59201,1028,4,75,10,0.74006871,11352,8,2,0
58330,59202,488,4,49,6,0.720277142,8732,1,5,0
58331,59203,684,4,426,4,0.4,3492,4,0,1
58332,59204,640,4,6,4,0.544032139,5414,1,3,0
58333,59205,631,4,598,4,0.761511299,5664,4,0,1
58334,59206,621,4,72,27,0.755925926,71361,9,18,0
58335,59207,853,4,6,9,0.72550794,26135,5,4,0
58336,59208,1021,4,113,38,0.762892122,47906,21,17,1
58337,59209,1037,4,230,2,0.655776751,2813,1,1,0
58338,59210,743,4,68,3,0.7422507190000001,4172,2,1,0
58339,59211,508,4,505,2,0.8,1282,2,0,1
58340,59212,1096,4,4,17,0.642924489,19388,8,9,0
58341,59213,615,4,369,2,0.76595092,1956,2,0,1
58342,59214,533,4,132,5,0.634345065,5512,1,4,0
58343,59215,768,4,82,3,0.7855121190000001,3837,0,3,1
58344,59216,804,4,26,12,0.7668884,15905,9,3,0
58345,59217,828,4,34,20,0.52824687,22206,10,10,0
58346,59218,714,4,212,12,0.792506762,16268,6,6,1
58347,59219,452,4,25,8,0.789620517,11015,2,6,0
58348,59220,420,4,57,3,0.96,5106,2,1,0
58349,59221,726,5,9,47,0.969595237,56774,18,29,0
58350,59222,1130,4,5,18,0.750496378,21536,7,11,0
58351,59223,1128,4,17,26,0.6345300620000001,33132,10,16,0
58352,59224,1119,5,21,64,0.7712925079999999,55636,43,21,0
58353,59225,1074,4,229,2,0.45,3934,0,2,1
58354,59226,1042,4,251,6,0.846666667,2724,5,1,1
58355,59227,1071,4,6,24,0.8703131140000001,29542,12,12,0
58356,59228,772,4,640,2,0.75,3060,2,0,1
58357,59229,1121,4,564,2,0.9,1380,2,0,1
58358,59230,434,4,198,3,0.69,4320,1,2,1
58359,59231,461,4,298,2,0.8525604459999999,1613,0,2,1
58360,59232,826,4,152,10,0.478424924,12101,2,8,0
58361,59233,813,4,128,22,0.810506442,31514,15,7,0
58362,59234,777,4,264,38,0.74155853,51247,34,4,1
58363,59235,375,4,235,2,0.96,1718,1,1,1
58364,59236,1124,4,553,3,0.784366991,3902,3,0,1
58365,59237,396,4,148,3,0.667122996,6114,0,3,0
58366,59238,790,5,2,41,0.801451525,31367,18,23,0
58367,59239,1027,4,352,2,0.8681799920000001,2489,1,1,1
58368,59241,673,4,90,18,0.7069859890000001,28049,13,5,0
58369,59242,897,4,377,3,0.878426562,3057,3,0,1
58370,59243,469,4,73,6,0.8360048929999999,5722,1,5,0
58371,59244,1113,4,5,3,0.87560355,5070,1,2,0
58372,59245,968,4,157,3,0.69925801,3558,1,2,0
58373,59246,1100,4,48,5,0.78967994,5374,4,1,0
58374,59247,1070,4,197,2,0.515,2158,0,2,1
58375,59248,1072,4,29,19,0.652494822,17380,12,7,0
58376,59249,1096,5,4,82,0.706153885,119037,36,46,0
58377,59250,743,4,17,13,0.548594106,18458,6,7,0
58378,59251,1079,4,218,6,0.978308026,6454,5,1,0
58379,59252,1080,4,14,7,0.6833113259999999,5907,6,1,0
58380,59253,1096,4,628,7,0.632887905,6548,7,0,1
58381,59254,1147,4,501,7,1.121487836,7111,7,0,1
58382,59255,1185,4,37,2,0.855795031,3220,1,1,0
58383,59256,1167,4,381,3,0.663631791,1988,3,0,1
58384,59257,1020,4,1,11,0.530727653,11008,0,11,0
58385,59258,1082,4,703,2,0.923412698,1512,2,0,1
58386,59259,1095,4,50,21,0.697227886,24916,15,6,0
58387,59260,1099,4,43,8,0.836347817,9137,0,8,0
58388,59261,1111,4,104,6,0.674157455,11127,2,4,0
58389,59262,1110,4,197,15,0.73043465,26205,7,8,1
58390,59263,1074,4,58,51,0.996027411,70410,27,24,0
58391,59264,728,4,462,15,0.450196786,15245,15,0,1
58392,59265,379,4,361,2,0.688325341,2711,1,1,1
58393,59266,989,4,438,6,0.818016603,4457,6,0,1
58394,59267,963,4,170,4,0.600738285,8899,0,4,1
58395,59268,1110,4,2,27,0.744333494,22783,15,12,0
58396,59269,1105,4,20,10,0.7214862190000001,9615,4,6,0
58397,59270,893,4,76,3,0.7043813170000001,3661,2,1,0
58398,59271,1033,4,3,11,0.735108852,13872,2,9,0
58399,59272,1036,4,224,6,0.6460522679999999,7959,3,3,0
58400,59273,852,4,132,8,0.846029453,10797,6,2,0
58401,59274,1552,4,256,10,0.8113187890000001,8159,8,2,1
58402,59275,733,4,92,8,0.618867816,15660,4,4,0
58403,59276,557,4,44,3,0.726666667,2805,2,1,0
58404,59277,735,4,553,2,0.25,1744,2,0,1
58405,59278,1035,4,4,14,0.70048941,18083,0,14,0
58406,59279,1079,4,338,2,0.846852123,2049,1,1,1
58407,59280,1068,4,87,19,0.636092077,39228,6,13,0
58408,59281,1013,4,151,13,0.7306028440000001,18844,4,9,0
58409,59282,767,4,597,3,1.033333333,9507,3,0,1
58410,59283,691,4,633,2,0.25,1357,2,0,1
58411,59284,706,4,535,5,0.910469181,5435,5,0,1
58412,59285,684,4,233,7,0.600056252,23466,4,3,1
58413,59286,961,4,395,9,0.5580645160000001,13671,9,0,1
58414,59287,1010,4,12,31,0.925794398,47344,27,4,0
58415,59288,786,4,84,11,0.639634706,18095,4,7,0
58416,59289,974,4,23,38,0.7147882109999999,63176,21,17,0
58417,59290,964,4,593,3,0.843135181,4727,3,0,1
58418,59291,974,4,17,31,0.69673168,55732,12,19,0
58419,59292,1092,4,3,78,0.84868599,82663,41,37,0
58420,59293,965,4,2,8,0.474784453,7307,6,2,0
58421,59294,985,4,331,2,0.9,3120,1,1,1
58422,59295,1059,4,113,34,0.739229694,143761,16,18,0
58423,59296,991,4,380,7,0.624316658,9695,7,0,1
58424,59297,995,4,61,26,0.805107317,30750,13,13,0
58425,59298,979,4,495,3,0.537302405,5820,3,0,1
58426,59299,980,4,19,2,0.6482805429999999,2210,0,2,0
58427,59300,981,4,20,27,0.715662017,33836,25,2,0
58428,59301,986,4,22,2,0.955,1866,1,1,0
58429,59302,970,4,41,11,0.8596276709999999,14557,4,7,0
58430,59303,969,4,603,2,1.0,2924,2,0,1
58431,59304,1114,4,6,10,0.590791515,20884,4,6,0
58432,59305,1027,4,17,15,0.6846827679999999,20868,10,5,0
58433,59306,1117,4,273,3,0.465824468,3384,2,1,0
58434,59307,1113,6,38,27,0.780547269,182561,16,11,0
58435,59308,1116,4,47,10,0.512911444,17232,6,4,0
58436,59309,404,4,49,23,0.60814088,26803,5,18,0
58437,59310,688,4,496,4,0.775,10572,4,0,1
58438,59311,750,4,65,13,0.7461538459999999,34359,8,5,0
58439,59312,703,4,86,12,0.836666667,31716,6,6,0
58440,59313,498,5,78,30,0.7230768129999999,48781,8,22,0
58441,59314,887,4,247,9,0.7544444440000001,23787,5,4,0
58442,59315,876,4,202,5,1.019323698,12524,2,3,0
58443,59316,424,4,226,4,0.8,7168,2,2,1
58444,59317,891,4,650,2,0.55,2994,2,0,1
58445,59318,812,4,64,7,0.550570844,8794,0,7,0
58446,59319,1058,4,119,7,0.723675225,7556,3,4,0
58447,59320,678,4,630,3,0.600494438,2427,3,0,1
58448,59321,944,4,80,4,0.624484985,3097,0,4,0
58449,59322,775,4,520,4,0.513471178,4788,4,0,1
58450,59323,2057,4,568,3,0.8669017859999999,5600,3,0,1
58451,59324,1086,4,203,2,0.781562882,1638,1,1,0
58452,59325,1090,4,32,4,0.656631497,5118,0,4,0
58453,59326,986,4,186,5,0.699006661,5104,3,2,0
58454,59327,886,4,283,8,0.860577635,8102,2,6,0
58455,59328,1098,4,141,15,0.642715014,24324,8,7,0
58456,59329,999,4,30,24,0.775533165,24167,9,15,0
58457,59330,1104,4,432,8,0.786538941,20043,8,0,1
58458,59331,1105,4,284,2,0.45,3444,0,2,1
58459,59332,1078,5,16,23,1.4292574180000002,31579,6,17,0
58460,59333,1086,4,550,3,0.867902196,12842,3,0,1
58461,59334,977,4,309,9,0.630879055,13378,5,4,1
58462,59335,1080,4,383,2,0.5554472229999999,2359,2,0,1
58463,59336,1028,4,338,6,0.62424648,8593,5,1,1
58464,59337,1045,4,122,9,0.717789742,12166,6,3,0
58465,59338,1046,4,104,7,0.7953368559999999,7570,4,3,0
58466,59339,1042,4,100,16,0.507820362,27188,8,8,0
58467,59340,1036,4,102,17,0.961412963,16200,12,5,0
58468,59341,1083,4,46,9,0.53743603,13561,7,2,0
58469,59342,1084,4,82,25,0.6529881470000001,22780,11,14,0
58470,59343,1082,4,155,5,0.8071039240000001,8256,2,3,0
58471,59344,1080,4,108,6,0.791498158,8684,4,2,0
58472,59345,834,4,85,4,0.685642228,7038,0,4,0
58473,59346,792,4,40,3,0.806657596,22783,2,1,0
58474,59347,1109,4,18,2,0.555,2616,0,2,1
58475,59349,1096,4,19,30,0.590997929,64704,17,13,0
58476,59350,1052,4,316,2,0.548769575,2682,1,1,1
58477,59351,1085,4,40,21,0.711489479,32743,3,18,0
58478,59352,763,6,67,50,1.237046489,64381,23,27,0
58479,59353,746,4,25,9,0.640584488,12558,2,7,0
58480,59354,742,4,175,10,0.740966692,18434,4,6,0
58481,59355,877,4,66,7,0.7354674640000001,8022,1,6,0
58482,59356,751,4,61,17,0.7943968640000001,30358,0,17,0
58483,59357,760,4,485,8,0.722939618,7171,8,0,1
58484,59358,948,4,14,8,0.647593587,14532,0,8,0
58485,59359,950,4,94,3,0.7913075820000001,4168,1,2,0
58486,59360,918,4,20,4,0.5392730370000001,4113,2,2,0
58487,59361,952,4,224,3,0.4240585770000001,4302,2,1,0
58488,59362,952,4,163,9,0.680618732,5883,4,5,1
58489,59363,951,4,675,2,0.9,1774,2,0,1
58490,59364,649,4,11,19,0.758947368,17651,12,7,0
58491,59365,649,4,473,3,0.8,6966,3,0,1
58492,59366,633,4,15,4,0.5716136510000001,3018,1,3,0
58493,59367,597,4,135,7,0.75,16254,2,5,0
58494,59368,594,4,122,6,0.7123321159999999,10677,1,5,0
58495,59369,593,4,173,4,1.021375903,2631,2,2,0
58496,59370,462,4,99,2,0.740239793,1543,1,1,0
58497,59371,436,4,12,7,0.491428571,7329,2,5,0
58498,59372,431,4,30,10,0.772516788,10871,1,9,0
58499,59373,1008,4,665,3,1.0,2517,3,0,1
58500,59374,1015,4,530,12,0.8087792009999999,18578,12,0,1
58501,59375,489,4,124,5,0.582319894,4539,1,4,0
58502,59376,490,4,81,19,0.711029309,17196,12,7,0
58503,59377,453,4,348,7,0.907142857,5607,4,3,1
58504,59378,476,4,19,4,0.740674081,4406,2,2,0
58505,59379,466,4,4,15,0.616914775,13435,6,9,0
58506,59380,462,4,235,7,0.910893524,12848,4,3,1
58507,59381,894,4,12,23,0.74831134,23871,8,15,0
58508,59382,845,4,143,10,0.666614128,13831,1,9,1
58509,59383,1006,4,74,11,0.65502152,17658,9,2,0
58510,59384,1005,4,16,23,0.7292142690000001,21025,10,13,0
58511,59385,977,4,121,14,0.7577443220000001,19329,9,5,0
58512,59386,977,6,117,31,1.439048326,48504,14,17,0
58513,59387,990,4,81,13,0.747224478,21423,8,5,0
58514,59388,945,4,18,14,0.564023463,21310,7,7,0
58515,59389,943,4,80,12,0.74749848,11513,1,11,0
58516,59390,784,4,459,3,0.871182972,4886,3,0,1
58517,59391,1034,4,682,2,0.394208494,1295,2,0,1
58518,59392,1020,4,438,3,1.0,4416,3,0,1
58519,59393,796,4,227,15,0.645550335,19579,11,4,1
58520,59394,918,4,160,8,0.620220891,26710,7,1,0
58521,59395,998,4,417,11,0.8136363640000001,73370,11,0,1
58522,59396,1186,4,492,4,0.7905803570000001,4480,4,0,1
58523,59397,727,4,37,9,0.7986672159999999,9709,6,3,0
58524,59398,567,5,1,58,0.5984795470000001,86027,16,42,0
58525,59399,951,4,689,2,1.0,2376,2,0,1
58526,59400,1086,4,359,4,0.417395067,9244,2,2,1
58527,59401,979,4,609,7,0.5792682929999999,7585,7,0,1
58528,59402,944,4,247,4,0.537305159,3644,3,1,1
58529,59403,880,4,124,4,0.6853972759999999,3524,0,4,1
58530,59404,697,4,226,5,0.784,2270,0,5,1
58531,59405,519,4,36,13,0.630811032,10986,4,9,0
58532,59406,1027,4,506,2,0.553252153,3367,2,0,1
58533,59407,1040,4,668,2,1.0,1158,2,0,1
58534,59408,1021,4,43,14,0.845253818,23836,6,8,0
58535,59409,1017,4,85,4,0.347950054,5566,3,1,0
58536,59410,1013,4,285,4,0.7007454879999999,11469,1,3,1
58537,59411,519,4,449,5,0.77,11610,5,0,1
58538,59412,516,4,280,2,0.617241379,2958,0,2,1
58539,59413,496,4,20,7,0.499440393,7541,1,6,0
58540,59414,493,4,174,11,0.72463845,9238,6,5,0
58541,59415,509,4,132,6,0.726666667,5574,4,2,0
58542,59416,481,4,32,11,0.755498185,12124,5,6,0
58543,59417,480,4,179,8,0.7838046909999999,8868,2,6,0
58544,59418,770,4,75,11,0.6918979059999999,13752,9,2,0
58545,59419,712,4,599,2,1.0,1158,2,0,1
58546,59420,798,4,70,4,0.5869895470000001,5740,0,4,0
58547,59421,1005,4,284,17,0.93008158,11645,11,6,1
58548,59422,985,4,62,6,0.621522055,6189,5,1,0
58549,59423,1000,4,147,14,0.799895858,29479,10,4,1
58550,59424,980,4,156,8,0.406785586,11156,3,5,0
58551,59425,880,4,15,41,0.85764694,44576,24,17,0
58552,59426,689,4,213,7,0.841776643,7244,0,7,1
58553,59427,671,4,424,21,0.792910201,19655,21,0,1
58554,59428,630,4,629,2,0.660732984,2865,2,0,1
58555,59429,620,4,211,3,0.95,4500,2,1,0
58556,59430,592,4,3,12,0.719166667,27864,7,5,0
58557,59431,592,4,166,17,0.747058824,39474,12,5,1
58558,59432,902,4,196,5,0.987638484,2744,4,1,0
58559,59433,872,4,85,4,0.842940415,4632,2,2,0
58560,59434,909,4,316,8,0.801079685,8521,7,1,1
58561,59435,964,4,15,5,0.6472406829999999,6440,4,1,0
58562,59436,966,4,362,2,0.934843907,1986,1,1,1
58563,59437,966,4,29,19,0.700385813,30507,4,15,0
58564,59438,966,4,348,4,0.525108413,3459,3,1,1
58565,59439,951,4,384,4,0.8049974459999999,11746,4,0,1
58566,59441,1004,5,6,21,0.660121097,139888,8,13,0
58567,59442,741,4,74,12,0.866200235,11906,8,4,0
58568,59443,383,4,209,5,0.4643340520000001,4640,2,3,1
58569,59444,751,4,37,29,0.6039890760000001,32772,12,17,0
58570,59445,761,4,221,4,0.8475,2316,0,4,1
58571,59446,761,4,254,18,0.831870992,18247,14,4,1
58572,59447,873,4,227,3,0.596972883,1807,2,1,0
58573,59448,826,4,62,15,0.730066647,17255,12,3,0
58574,59449,779,4,130,29,0.904151889,16354,23,6,1
58575,59450,1030,4,541,6,0.6416666670000001,12330,6,0,1
58576,59451,1028,4,3,15,0.792953903,18396,6,9,0
58577,59452,1029,4,346,6,0.7433082520000001,8107,4,2,1
58578,59453,1006,4,117,4,1.477201767,5432,2,2,0
58579,59454,1054,4,7,7,0.607021545,63308,2,5,0
58580,59455,1016,4,6,6,0.7943660909999999,50228,0,6,0
58581,59456,1026,4,11,36,0.5927231270000001,44078,21,15,0
58582,59457,1014,4,361,7,0.652944054,11243,6,1,1
58583,59458,1001,4,558,2,1.0,3429,2,0,1
58584,59459,1000,4,591,2,0.7673055240000001,2661,2,0,1
58585,59460,1031,4,55,2,0.608695444,2085,1,1,0
58586,59461,901,4,458,2,0.475,2758,2,0,1
58587,59462,903,4,291,11,0.866283623,12157,5,6,1
58588,59463,926,4,302,11,0.659844303,8478,10,1,1
58589,59464,928,4,522,3,0.867827004,1896,3,0,1
58590,59465,538,4,8,8,0.549081016,16540,2,6,0
58591,59466,709,5,11,48,0.70920739,50933,13,35,0
58592,59467,448,4,9,14,0.910028907,10724,2,12,0
58593,59468,608,4,1,11,0.4520592020000001,6216,4,7,0
58594,59469,516,4,392,3,0.615480304,4341,3,0,1
58595,59470,496,4,182,5,0.5640444020000001,4144,1,4,1
58596,59471,458,4,296,3,0.6233333329999999,2628,1,2,1
58597,59472,451,4,5,12,0.6490169889999999,12655,1,11,0
58598,59473,375,4,201,6,0.5629680020000001,13376,0,6,1
58599,59474,718,4,577,6,0.6307711570000001,9985,6,0,1
58600,59475,510,4,86,7,0.752594091,8901,2,5,0
58601,59476,768,4,165,6,0.96896586,12068,2,4,0
58602,59477,938,4,5,19,0.899510365,20260,10,9,0
58603,59478,862,4,382,3,0.7,1737,3,0,1
58604,59479,726,4,501,5,0.47,2895,5,0,1
58605,59480,456,4,253,2,0.562632163,2705,1,1,1
58606,59481,887,4,278,3,0.62711517,4489,2,1,1
58607,59482,917,4,29,3,0.718949343,4797,0,3,0
58608,59483,1005,4,6,13,0.632307692,159016,4,9,0
58609,59484,1094,4,42,23,0.625156855,28147,12,11,0
58610,59485,1118,5,8,52,0.788126267,46869,32,20,0
58611,59486,1018,4,560,3,0.498075146,3247,3,0,1
58612,59487,624,4,612,2,0.7485328840000001,2965,2,0,1
58613,59488,1017,4,354,2,0.425824176,2457,1,1,1
58614,59489,1041,4,5,37,0.8366723970000001,80277,16,21,0
58615,59490,833,4,18,5,0.654450331,4530,1,4,0
58616,59491,762,4,10,38,0.743335677,49786,17,21,0
58617,59492,766,4,282,26,0.677059477,27019,16,10,1
58618,59493,767,4,402,4,0.8375,2320,4,0,1
58619,59494,767,4,142,7,0.5092562820000001,12814,6,1,0
58620,59495,1028,4,335,8,0.707316209,5645,7,1,1
58621,59496,1073,4,603,6,1.0,3810,6,0,1
58622,59497,1063,4,296,2,0.49,1160,0,2,1
58623,59498,1054,4,202,4,0.639975266,6873,3,1,0
58624,59499,959,4,27,27,0.627027497,28767,6,21,0
58625,59500,921,4,18,6,1.099189,11418,2,4,0
58626,59501,916,4,16,10,0.649639869,14939,3,7,0
58627,59502,651,4,589,2,0.6,1436,2,0,1
58628,59503,721,4,421,5,0.7791220740000001,11960,5,0,1
58629,59504,715,4,269,3,0.746436709,3160,2,1,0
58630,59505,615,4,590,3,0.81739726,3285,3,0,1
58631,59506,734,4,506,4,0.7375,2416,4,0,1
58632,59507,766,4,681,2,0.719467856,10204,2,0,1
58633,59508,727,4,436,10,0.86060238,8234,10,0,1
58634,59509,700,5,17,109,0.843554751,163010,55,54,0
58635,59510,894,4,99,4,0.8755130959999999,4658,1,3,0
58636,59511,952,4,135,8,0.639149648,8667,4,4,0
58637,59512,730,4,412,9,0.915708532,10924,9,0,1
58638,59513,725,4,523,2,0.7124638879999999,2423,2,0,1
58639,59514,725,4,31,19,0.720291679,13988,6,13,0
58640,59515,715,4,444,16,0.7375,23136,16,0,1
