,MEMBER_NO,L,R,F,M,C,K,runoff_flag
43921,44607,2832,5,63,70879,0.8170829159999999,1.0,0
43922,44608,2787,15,3,1993,0.6945358759999999,1.0,0
43923,44609,2848,3,18,11141,0.821814918,1.0,0
43924,44610,2821,76,46,37982,0.97416908,0.0,0
43925,44611,2906,261,3,4060,0.7628029559999999,0.0,1
43926,44612,2870,185,7,10189,0.805008342,1.0,1
43927,44613,2888,38,3,6139,0.7477960579999999,1.0,0
43928,44614,2932,34,5,6004,0.753044637,1.0,0
43929,44615,2801,8,13,14676,0.6932992640000001,1.0,0
43930,44616,2915,287,4,6572,0.733320146,1.0,0
43931,44617,2824,42,23,32509,0.762912424,1.0,0
43932,44618,2679,82,2,1158,0.74,1.0,1
43933,44619,2727,1,8,10632,0.715126975,0.0,0
43934,44620,2766,75,9,10300,1.452483495,1.0,0
43935,44621,2550,440,4,8924,0.5625,0.0,1
43936,44622,2885,13,25,32932,0.7542025990000001,1.0,0
43937,44623,2862,4,52,74390,0.66677376,1.0,0
43938,44624,2903,24,26,42920,0.5681512120000001,1.0,0
43939,44625,2833,7,21,30169,0.709069906,1.0,0
43940,44626,2806,11,14,13062,0.843571429,1.0,0
43941,44627,2822,137,4,9327,0.509113327,1.0,0
43942,44628,2856,501,2,4162,0.726381547,0.0,1
43943,44629,2887,229,8,13748,0.793832557,0.0,1
43944,44630,2861,194,13,18650,0.770418767,0.0,1
43945,44631,2839,139,11,11915,0.877634075,1.0,0
43946,44632,2842,65,10,12517,0.7868754490000001,1.0,0
43947,44633,2835,296,6,8205,0.917411335,1.0,1
43948,44634,2848,162,7,11032,0.676379623,1.0,0
43949,44635,2829,313,2,1866,1.0,1.0,0
43950,44636,2613,78,19,19534,0.889720999,1.0,0
43951,44637,2926,76,41,25858,0.917686983,1.0,0
43952,44638,2907,33,61,80829,0.72922268,1.0,0
43953,44639,3017,66,10,13353,0.7756279490000001,1.0,0
43954,44640,2984,601,4,7123,0.901165239,0.0,1
43955,44641,3135,76,13,21785,0.783183842,0.0,0
43956,44642,2822,6,6,8536,0.623568416,1.0,0
43957,44643,1812,85,17,24585,0.7560016270000001,0.0,0
43958,44644,2678,2,39,41912,1.040744655,1.0,0
43959,44645,2744,23,28,22365,0.694807959,1.0,0
43960,44646,2740,27,27,25564,0.594077218,1.0,0
43961,44647,2801,11,57,80646,0.7940450859999999,1.0,0
43962,44648,2743,200,7,11924,0.799744213,1.0,1
43963,44649,2773,153,15,18561,0.653105436,0.0,1
43964,44650,2768,179,12,20237,0.9910041009999999,1.0,1
43965,44651,2773,307,5,4828,0.739498757,1.0,0
43966,44652,2665,412,5,5038,0.530855498,0.0,1
43967,44653,2564,476,4,3451,0.47261663299999995,0.0,1
43968,44654,2368,212,7,9237,0.7343942840000001,1.0,1
43969,44655,2242,106,3,6036,0.60351226,1.0,1
43970,44656,3067,72,56,47878,0.8187457709999999,1.0,0
43971,44657,2530,66,24,25260,0.743055028,1.0,0
43972,44658,2561,4,13,25281,0.575754519,1.0,0
43973,44659,2249,44,34,39820,0.73686665,1.0,0
43974,44660,2720,5,71,74124,0.797750121,1.0,0
43975,44661,2599,385,12,10872,0.9641832229999999,0.0,1
43976,44662,1986,29,46,43593,0.803982979,0.0,0
43977,44663,2748,12,33,36901,0.747051028,1.0,0
43978,44664,2597,257,7,10168,0.6898003540000001,1.0,0
43979,44665,2556,81,5,5382,0.844093274,1.0,0
43980,44666,2166,23,7,4193,0.782215597,1.0,0
43981,44667,2645,397,2,3440,0.75,0.0,1
43982,44668,2084,16,14,10094,0.655,1.0,0
43983,44669,2640,118,12,9094,0.754210468,1.0,1
43984,44670,2468,162,8,5192,0.66375,1.0,0
43985,44671,2692,42,30,51944,0.75720911,1.0,0
43986,44672,2420,2,9,15097,0.6078479170000001,1.0,0
43987,44673,2631,58,21,25833,0.667281384,0.0,0
43988,44674,2507,4,21,26648,1.104794731,0.0,0
43989,44675,2434,26,50,79538,0.7968496820000001,1.0,0
43990,44676,2490,621,2,1298,0.9,0.0,1
43991,44677,2668,10,6,9387,0.7545658890000001,1.0,0
43992,44678,2680,108,3,6171,0.6428390860000001,1.0,0
43993,44679,2668,37,35,42920,1.146472973,1.0,0
43994,44680,1884,123,39,44127,0.664582682,1.0,1
43995,44681,2712,349,3,2313,0.889494163,1.0,1
43996,44682,2708,24,42,45445,1.3550815269999998,1.0,0
43997,44683,2621,1,15,30105,0.7159202790000001,1.0,0
43998,44684,2704,151,11,12234,0.92920631,0.0,0
43999,44685,2679,318,6,8803,0.71201295,1.0,1
44000,44686,2720,39,15,27617,0.5206629970000001,1.0,0
44001,44687,2730,3,11,11336,0.786057692,1.0,0
44002,44688,2746,4,26,51629,0.66141529,1.0,0
44003,44689,2714,192,2,1630,0.9084662579999999,1.0,1
44004,44691,2631,15,33,68569,0.66026951,1.0,0
44005,44692,2638,20,2,5342,0.38,1.0,1
44006,44693,2642,280,5,4289,1.023024015,1.0,1
44007,44694,1840,193,9,10500,0.7615514290000001,0.0,0
44008,44695,2619,10,20,23539,0.7570130420000001,1.0,0
44009,44696,2562,304,5,7821,0.8054813959999999,0.0,1
44010,44697,2473,113,12,9886,1.4310064740000001,0.0,0
44011,44698,2295,164,4,7667,0.6768084,1.0,1
44012,44699,2345,24,80,58714,0.911581735,1.0,0
44013,44700,2351,163,11,11880,0.645808081,1.0,1
44014,44701,2859,100,14,17182,0.483198114,1.0,0
44015,44702,1964,27,41,31875,0.839408941,1.0,0
44016,44703,2531,54,5,6718,0.787558797,1.0,0
44017,44704,2571,193,3,4496,0.953202847,0.0,0
44018,44705,2588,558,4,3246,0.4,0.0,1
44019,44706,2560,99,22,27314,0.7166951009999999,1.0,0
44020,44707,2157,20,18,21508,0.5171596620000001,0.0,0
44021,44708,2543,23,5,3221,0.620661285,1.0,0
44022,44709,2547,5,32,47271,0.7768291340000001,1.0,0
44023,44710,2583,11,16,21076,0.838419529,1.0,0
44024,44711,2595,34,21,14027,0.8333791970000001,1.0,0
44025,44712,2545,94,29,38407,0.9722912490000001,1.0,0
44026,44713,2579,130,3,4837,0.7587285509999999,0.0,0
44027,44714,2556,11,32,43453,0.778321635,1.0,0
44028,44715,2539,125,17,18703,0.772337058,1.0,0
44029,44716,2404,69,19,13883,0.664045235,1.0,0
44030,44717,2550,132,9,12324,0.553213242,1.0,0
44031,44718,2512,132,26,29493,0.589176415,1.0,1
44032,44719,1544,243,16,17784,0.83816408,1.0,1
44033,44720,1986,419,10,9586,0.787528688,0.0,1
44034,44721,2481,11,17,17856,0.719744624,1.0,0
44035,44722,2392,153,10,14832,0.68237055,0.0,0
44036,44723,2297,9,43,56732,0.797227667,1.0,0
44037,44724,2497,477,3,2799,1.0,0.0,1
44038,44725,2447,2,39,49630,0.750407818,1.0,0
44039,44726,2531,9,6,10700,0.580481308,0.0,0
44040,44727,2160,674,2,1623,0.5,0.0,1
44041,44728,2506,101,23,21355,0.8695012879999999,1.0,0
44042,44729,2456,75,21,15615,0.861579891,1.0,0
44043,44731,2450,1,4,7983,0.532968809,1.0,0
44044,44732,2461,460,3,2277,0.933333333,0.0,1
44045,44735,2315,719,2,1910,0.7589005240000001,0.0,1
44046,44736,2423,357,9,16481,0.711622474,0.0,1
44047,44737,1916,4,27,29908,0.997749097,1.0,0
44048,44738,2427,10,32,41029,0.7460679029999999,0.0,0
44049,44739,2408,4,31,37007,0.799061259,1.0,0
44050,44740,2422,99,15,26742,0.604088699,1.0,0
44051,44741,2424,182,5,6184,0.724919146,1.0,1
44052,44742,2424,15,17,22842,0.867524735,1.0,0
44053,44743,2413,291,6,9932,0.889021345,0.0,1
44054,44744,2386,105,6,8681,0.71601198,1.0,0
44055,44745,2346,492,2,1967,1.0,0.0,1
44056,44746,2390,2,54,62087,0.6477684539999999,1.0,0
44057,44747,2433,125,3,1947,0.956666667,0.0,0
44058,44748,2402,4,66,86473,0.7864642140000001,1.0,0
44059,44749,2374,268,4,6042,0.513904336,0.0,1
44060,44750,2354,638,6,5112,0.6547535210000001,0.0,1
44061,44751,2332,25,18,17548,0.72275416,1.0,0
44062,44752,2366,114,3,8584,0.48574673799999996,1.0,0
44063,44753,2335,677,2,1866,0.75,0.0,1
44064,44754,2330,5,29,43857,0.572595709,1.0,0
44065,44755,2409,38,47,51493,0.8191876570000001,1.0,0
44066,44756,2301,99,18,15918,0.698867948,0.0,0
44067,44757,2364,167,5,6050,0.599130579,1.0,0
44068,44758,2382,146,9,25690,0.494363176,0.0,0
44069,44759,2365,147,5,10547,0.365179672,1.0,0
44070,44760,2182,132,9,13595,0.905697683,1.0,0
44071,44761,2491,1,81,99888,0.982403492,1.0,0
44072,44762,2267,102,18,18911,0.708276136,1.0,0
44073,44763,2247,350,2,3668,0.652862595,1.0,1
44074,44764,2255,577,2,4233,0.8440822109999999,0.0,1
44075,44765,2310,42,45,49574,0.829948158,1.0,0
44076,44766,2300,125,3,4175,0.768306587,1.0,0
44077,44767,2296,337,9,10753,0.943406491,1.0,1
44078,44768,1892,564,2,1518,1.0,0.0,1
44079,44769,1956,44,16,21547,0.70155799,1.0,0
44080,44770,2281,416,4,4331,0.8954744859999999,0.0,1
44081,44771,2274,22,23,26537,0.79014395,1.0,0
44082,44772,2275,319,3,6368,0.8542949120000001,1.0,1
44083,44773,2275,8,20,30103,0.839833904,1.0,0
44084,44774,3090,73,16,20947,0.72925765,1.0,0
44085,44775,2012,61,6,6753,0.6992107209999999,1.0,0
44086,44776,2968,196,8,6876,1.340573008,1.0,0
44087,44777,2254,134,23,29032,0.792281276,1.0,1
44088,44778,2253,27,17,20633,0.7353681,1.0,0
44089,44779,2231,37,5,6868,0.550869249,1.0,0
44090,44780,2254,495,2,2465,0.675699797,0.0,1
44091,44781,2199,15,7,6531,0.9057142859999999,1.0,0
44092,44782,2219,25,43,56979,1.208202145,1.0,0
44093,44783,2321,7,43,48384,0.642549603,1.0,0
44094,44784,2297,152,11,11797,0.956316013,1.0,0
44095,44785,2455,4,3,4944,1.262048948,0.0,0
44096,44786,2299,207,9,15094,0.750043063,0.0,1
44097,44787,2143,162,2,1298,0.9,1.0,1
44098,44788,2221,6,29,37159,0.691046853,1.0,0
44099,44789,2059,441,6,4936,0.941247974,0.0,1
44100,44790,2021,315,4,4058,0.6597831439999999,0.0,1
44101,44791,2211,10,3,5438,0.5915171020000001,0.0,0
44102,44792,2120,75,19,17923,0.874898733,1.0,0
44103,44793,1662,46,5,9945,0.778,1.0,0
44104,44794,2126,5,71,72608,0.763069772,1.0,0
44105,44795,1927,485,5,6792,0.475971731,0.0,1
44106,44796,2247,200,11,17338,0.8373803209999999,0.0,1
44107,44797,2219,137,11,20995,0.711850441,0.0,0
44108,44798,2196,9,3,9521,0.583959668,1.0,0
44109,44799,2161,8,30,43037,0.599419104,1.0,0
44110,44800,3049,327,7,8256,0.6799539729999999,0.0,1
44111,44801,1969,58,5,4093,0.848636697,1.0,0
44112,44802,2084,297,12,7764,0.8675,1.0,1
44113,44803,2198,328,10,8601,0.865085455,0.0,1
44114,44804,2175,436,3,8243,0.5052468760000001,0.0,1
44115,44805,2156,46,10,16876,0.683959469,1.0,0
44116,44806,2152,387,5,3245,0.77,0.0,1
44117,44807,2181,154,9,11153,0.808532233,0.0,0
44118,44808,1938,181,5,9098,0.8185854029999999,1.0,0
44119,44809,2017,130,43,64372,0.8218548440000001,1.0,1
44120,44810,2999,3,62,104351,0.810345085,1.0,0
44121,44811,2063,101,5,6344,0.7159284359999999,1.0,0
44122,44812,1936,112,4,7820,0.526341432,1.0,0
44123,44813,3059,12,3,2984,0.736967158,1.0,0
44124,44814,2022,209,13,9379,0.977542382,1.0,0
44125,44815,2027,198,3,6987,0.822576213,1.0,1
44126,44816,1870,13,37,61573,0.755213974,1.0,0
44127,44817,1460,4,34,59141,0.7487709029999999,1.0,0
44128,44818,2057,107,5,8422,0.550591308,1.0,0
44129,44819,3036,413,2,2422,0.85,0.0,1
44130,44820,2153,560,4,3210,0.893598131,0.0,1
44131,44821,2148,106,18,24266,0.699266463,0.0,0
44132,44822,2110,105,26,35071,0.62323173,1.0,0
44133,44823,1997,6,54,80475,0.789281267,1.0,0
44134,44824,1903,80,18,27643,0.711044387,1.0,0
44135,44825,1857,28,32,31633,0.808834761,1.0,0
44136,44826,2006,613,7,9076,0.693025562,0.0,1
44137,44827,1957,377,4,5782,1.24181944,0.0,1
44138,44828,1943,67,7,11225,0.7678610240000001,1.0,0
44139,44829,2732,63,19,16322,0.8633825509999999,0.0,0
44140,44830,1947,31,37,40594,0.833980391,1.0,0
44141,44831,1953,95,18,22338,0.767361447,0.0,0
44142,44832,3127,88,18,21337,0.650544125,1.0,1
44143,44833,2005,41,18,24254,1.328714851,1.0,0
44144,44834,3025,15,25,22753,0.850792423,1.0,0
44145,44835,2026,178,29,27304,1.306281863,0.0,1
44146,44836,1862,224,4,7758,0.6666537770000001,1.0,0
44147,44837,2715,154,2,1657,0.9608449,1.0,0
44148,44838,1905,16,65,73962,0.824283416,1.0,0
44149,44839,2066,118,12,12487,0.770087291,1.0,0
44150,44840,1961,5,36,53335,0.759314334,1.0,0
44151,44841,1849,89,26,39983,0.749085861,1.0,0
44152,44842,3075,40,70,74716,0.698464854,1.0,0
44153,44843,3119,104,4,6536,0.766126071,1.0,0
44154,44844,1902,17,6,6439,0.829959621,1.0,0
44155,44845,1937,177,35,59265,0.76871155,1.0,1
44156,44846,1741,461,20,20916,0.7695305029999999,0.0,1
44157,44847,3121,60,31,33135,0.836839897,1.0,0
44158,44848,3114,306,4,4040,0.6625,0.0,1
44159,44849,3118,88,8,14030,0.929759088,1.0,0
44160,44850,3030,5,20,35590,0.695191627,1.0,0
44161,44851,2728,239,5,5228,0.770793803,1.0,1
44162,44852,2908,206,14,33010,0.617262042,1.0,1
44163,44853,2926,700,3,7334,0.497416144,0.0,1
44164,44854,2868,6,34,36533,0.80800208,1.0,0
44165,44855,2695,160,4,5955,0.827968094,1.0,1
44166,44856,2665,403,4,10260,0.6363742689999999,0.0,1
44167,44857,2699,436,2,2020,0.65,0.0,1
44168,44858,2618,65,4,10130,0.607593287,1.0,0
44169,44859,2428,1,70,62459,0.8228040790000001,1.0,0
44170,44860,2452,222,2,1860,0.92,1.0,1
44171,44861,2192,4,32,36610,0.7388891009999999,1.0,0
44172,44862,1940,29,16,26674,0.579124991,1.0,0
44173,44863,1930,154,9,10654,0.753656843,0.0,0
44174,44864,2479,18,2,2734,0.748372348,1.0,1
44175,44865,3378,524,3,4892,0.4,0.0,1
44176,44866,2459,46,2,3452,0.663122827,1.0,0
44177,44867,2451,89,9,19222,0.598422641,1.0,0
44178,44868,2442,94,6,6528,0.742374387,1.0,1
44179,44869,2436,22,40,99177,0.634788005,1.0,0
44180,44870,2452,5,12,12699,0.7860918179999999,1.0,0
44181,44871,2463,104,6,5203,0.8445762059999999,0.0,0
44182,44872,2424,5,51,64224,0.599831839,1.0,0
44183,44873,2414,39,12,22403,0.826830782,1.0,0
44184,44874,2390,42,4,7367,0.6363770870000001,1.0,0
44185,44875,1991,106,8,14617,0.685687898,1.0,0
44186,44876,1991,67,34,42730,0.619480459,1.0,0
44187,44877,1982,49,15,16107,0.6769224559999999,0.0,0
44188,44878,1974,37,9,13758,0.5704404710000001,1.0,0
44189,44879,1959,7,5,10555,0.6708176220000001,1.0,0
44190,44880,1964,141,2,1659,0.615232068,1.0,1
44191,44881,1976,284,6,7998,0.561032758,1.0,1
44192,44882,1973,114,7,7701,1.276565381,1.0,1
44193,44883,1972,62,7,5305,0.786205467,1.0,0
44194,44884,1908,171,7,9498,0.604007159,1.0,0
44195,44885,2381,14,7,9139,0.7120811909999999,1.0,0
44196,44886,2358,64,12,13236,0.725090662,1.0,1
44197,44887,2352,404,6,7128,0.4916666670000001,0.0,1
44198,44888,2338,7,38,46963,0.6753354770000001,1.0,0
44199,44889,2322,14,8,21045,0.567753386,1.0,0
44200,44890,2300,493,22,19341,0.709247195,0.0,1
44201,44891,2316,34,21,22402,0.797696634,1.0,0
44202,44892,2250,24,42,39577,0.793383278,0.0,0
44203,44893,2267,19,11,14829,0.700429564,1.0,0
44204,44894,2251,3,27,56893,0.709762537,1.0,0
44205,44895,2245,18,8,13614,0.711932569,1.0,0
44206,44896,2278,120,4,5174,0.522825667,1.0,0
44207,44897,2241,179,2,6238,0.31,1.0,1
44208,44898,2224,89,9,15275,0.40762160399999997,1.0,1
44209,44899,2232,295,11,12962,0.5604837220000001,0.0,1
44210,44900,2226,77,7,10748,0.650974135,1.0,0
44211,44901,2227,116,5,9268,0.809519853,1.0,1
44212,44902,2206,305,2,4137,0.6382741120000001,1.0,0
44213,44903,2200,67,2,2267,0.7799073670000001,1.0,0
44214,44904,2184,97,16,38323,0.536572554,1.0,1
44215,44905,2184,55,3,3405,0.73948605,1.0,0
44216,44906,2143,9,10,17865,0.669319339,1.0,0
44217,44907,2144,533,3,4270,0.668266979,0.0,1
44218,44908,2156,499,8,6953,0.749338415,0.0,1
44219,44909,2149,17,14,16756,0.789931368,1.0,0
44220,44910,2129,28,6,7541,0.519737435,1.0,0
44221,44911,2140,78,8,15045,0.4073659020000001,1.0,0
44222,44912,2000,170,6,11648,0.635436985,1.0,1
44223,44913,2125,5,14,18786,0.6022479510000001,1.0,0
44224,44914,2085,142,6,8532,0.692924285,1.0,1
44225,44915,2057,105,5,6764,0.699572738,1.0,1
44226,44916,2050,105,4,4064,1.062598425,1.0,0
44227,44917,2053,69,8,13785,0.771391367,1.0,0
44228,44918,2013,280,6,8948,0.606247206,0.0,1
44229,44919,1945,8,21,29573,0.567196429,0.0,0
44230,44920,2041,45,13,29833,0.631840579,1.0,0
44231,44921,2931,78,7,8488,0.608403629,1.0,0
44232,44922,2931,6,20,33606,0.598446706,1.0,0
44233,44923,2926,1,58,122349,0.7904340040000001,1.0,0
44234,44924,2932,1,101,287042,0.965346535,1.0,0
44235,44925,2926,358,7,10805,0.63449329,0.0,1
44236,44926,2924,339,12,23312,0.7248327040000001,0.0,1
44237,44927,2927,216,2,4384,0.2925,1.0,1
44238,44928,2926,16,19,33260,0.7209744440000001,0.0,0
44239,44929,2929,201,7,16982,1.01094924,1.0,0
44240,44930,2918,82,7,12778,1.35882376,1.0,1
44241,44931,2925,271,8,21443,0.603714499,0.0,1
44242,44932,2925,104,5,9075,0.527726722,0.0,0
44243,44933,2925,198,16,38848,0.601552976,1.0,1
44244,44934,2924,86,27,39029,0.619688693,1.0,0
44245,44935,2924,445,4,5120,0.825,0.0,1
44246,44936,2924,125,54,141012,1.462104927,1.0,1
44247,44937,2923,158,7,15891,0.76481027,1.0,0
44248,44938,2923,382,5,3150,0.8556507940000001,0.0,1
44249,44939,2923,3,13,38208,0.589424728,1.0,0
44250,44940,2921,7,12,15413,0.548821774,1.0,0
44251,44941,2916,121,7,25917,0.638124011,1.0,1
44252,44942,2918,652,5,7713,0.6928173209999999,0.0,1
44253,44943,2916,59,31,67038,0.8215737340000001,1.0,0
44254,44944,2912,105,44,128750,0.603258718,1.0,0
44255,44945,2912,326,2,1269,0.771867612,1.0,0
44256,44946,2905,63,27,72240,0.703860742,1.0,0
44257,44947,2909,20,16,21040,0.723736217,1.0,0
44258,44949,2905,109,15,12480,0.645644231,1.0,0
44259,44950,2905,2,25,60252,0.689218615,1.0,0
44260,44951,2919,63,16,37522,0.783911305,1.0,0
44261,44952,2901,5,45,94176,0.77380288,1.0,0
44262,44953,2888,468,9,27932,0.5186810829999999,0.0,1
44263,44954,2887,209,2,3822,0.6620512820000001,1.0,1
44264,44955,2878,195,11,24689,0.662604399,0.0,1
44265,44956,2878,255,3,3448,0.9593967520000001,0.0,0
44266,44957,2926,142,12,13338,0.816116359,1.0,0
44267,44958,2878,60,15,40898,0.54930559,0.0,0
44268,44959,2926,22,41,56029,1.3586755069999998,1.0,0
44269,44960,2863,438,18,18377,0.614099146,0.0,1
44270,44961,2868,20,34,99007,0.7469786979999999,1.0,0
44271,44962,2902,21,28,46175,0.7525832159999999,0.0,0
44272,44963,2860,123,11,26634,0.556129759,1.0,0
44273,44964,2857,49,9,15157,0.737601108,0.0,0
44274,44965,2850,25,49,98732,0.9204995340000001,0.0,0
44275,44966,2853,32,10,27752,0.913822427,1.0,0
44276,44967,2853,78,4,9812,0.784482267,1.0,0
44277,44968,2881,65,39,72327,0.7555741290000001,1.0,0
44278,44969,2849,11,10,31438,0.69158407,1.0,0
44279,44970,2885,78,4,5400,0.8051018520000001,1.0,1
44280,44971,2835,1,32,59688,0.613120058,1.0,0
44281,44972,2829,19,13,40925,0.706741845,1.0,0
44282,44973,2809,557,2,2151,0.979125988,0.0,1
44283,44974,2805,2,20,44618,0.651060559,1.0,0
44284,44975,2785,34,28,23120,0.551758218,1.0,0
44285,44976,2778,16,10,22406,0.615695796,1.0,0
44286,44977,3127,14,16,20020,0.662994505,1.0,0
44287,44978,2750,115,3,7224,0.6428073089999999,1.0,1
44288,44979,2732,18,36,76745,0.7036102679999999,1.0,0
44289,44980,3258,23,42,165589,0.743348652,1.0,0
44290,44981,2756,90,23,45623,0.689464305,1.0,0
44291,44982,2651,21,18,41359,0.7214204890000001,1.0,0
44292,44983,2647,154,9,19528,0.722044756,0.0,0
44293,44984,2663,43,40,63048,0.6716622259999999,1.0,0
44294,44985,2678,4,23,41668,0.47637587600000003,1.0,0
44295,44986,2616,5,15,22732,0.748223649,1.0,0
44296,44987,2612,50,18,29718,0.660831146,1.0,0
44297,44988,2597,23,38,100035,0.757393112,1.0,0
44298,44989,2580,265,7,9746,0.634562898,0.0,1
44299,44990,2568,19,21,58747,0.674133828,1.0,0
44300,44991,2573,1,10,21639,0.613848607,1.0,0
44301,44992,2561,163,6,18046,0.728037238,1.0,0
44302,44993,2548,49,11,9219,0.686348845,1.0,0
44303,44994,2809,144,11,19747,0.635727452,0.0,0
44304,44995,2549,216,4,9236,0.693453876,0.0,0
44305,44996,2530,4,11,16617,0.743064332,1.0,0
44306,44997,2528,226,3,8526,0.8,1.0,1
44307,44998,2518,398,2,3193,0.310460382,0.0,1
44308,44999,2500,106,5,14780,0.565404601,1.0,1
44309,45000,2462,2,6,17859,0.49722996799999997,1.0,0
44310,45001,2449,70,6,7660,0.733344648,1.0,0
44311,45002,2448,158,6,3997,1.1127045279999999,0.0,0
44312,45003,2439,1,3,3209,0.592826426,0.0,0
44313,45004,2399,341,10,12917,0.943404041,0.0,1
44314,45005,2385,28,45,108968,0.6786184940000001,1.0,0
44315,45006,2344,93,2,5335,0.664299906,1.0,1
44316,45007,2312,7,2,1700,0.618564706,1.0,0
44317,45008,2304,1,48,130135,1.408197795,1.0,0
44318,45009,2351,301,5,8190,0.7499340659999999,0.0,1
44319,45010,2294,282,5,17255,0.600456679,1.0,1
44320,45011,2275,183,16,44952,0.61488877,1.0,1
44321,45012,2320,230,2,1774,0.625,1.0,1
44322,45013,2259,107,7,19869,0.6759922490000001,1.0,1
44323,45014,2285,139,4,11991,0.6013827039999999,1.0,1
44324,45015,2251,32,33,59608,0.802731513,1.0,0
44325,45016,2273,129,7,13627,0.503367579,1.0,0
44326,45017,2205,16,15,18205,0.754264762,1.0,0
44327,45018,2218,89,16,34360,0.715584109,1.0,0
44328,45019,2196,519,2,3215,0.42320373299999997,0.0,1
44329,45020,2197,7,20,38931,0.62351057,1.0,0
44330,45021,2191,28,22,62524,0.542727273,1.0,0
44331,45022,2171,49,10,13930,0.735068198,1.0,0
44332,45023,2153,2,12,31245,0.68375164,1.0,0
44333,45024,2114,150,6,12161,0.706265932,0.0,0
44334,45025,2085,361,3,9337,0.334780979,0.0,1
44335,45026,2070,251,3,3056,0.761086387,0.0,0
44336,45027,2066,335,4,5345,0.637231057,0.0,1
44337,45028,2064,60,7,12491,0.5661228079999999,1.0,0
44338,45029,2052,36,14,25174,0.670910463,1.0,0
44339,45030,2044,330,7,17404,0.68685647,1.0,1
44340,45031,2012,393,3,10947,0.683333333,0.0,1
44341,45032,1982,7,18,56090,0.7320839720000001,1.0,0
44342,45033,1978,26,24,54644,0.7025067709999999,1.0,0
44343,45034,1967,7,33,50298,0.756075987,1.0,0
44344,45035,1941,176,2,5208,0.8,1.0,1
44345,45036,1936,240,8,13820,0.680853835,1.0,0
44346,45037,1933,43,12,18324,0.664198865,0.0,0
44347,45038,2775,195,5,5535,1.429913279,1.0,0
44348,45039,2756,3,23,48150,0.5850126689999999,1.0,0
44349,45040,2546,468,4,7544,0.601988335,0.0,1
44350,45041,2441,19,46,61442,0.817299242,1.0,0
44351,45042,2028,533,2,1746,0.8,0.0,1
44352,45043,1139,59,5,10670,0.5720000000000001,1.0,0
44353,45044,873,78,10,19910,0.41127523899999996,1.0,0
44354,45045,579,9,4,3549,1.41,1.0,0
44355,45046,1895,130,14,9670,0.7363185109999999,1.0,0
44356,45047,1888,2,6,8423,1.084817761,1.0,0
44357,45048,1832,264,3,3519,0.662995169,1.0,1
44358,45049,1825,17,5,6858,0.685437445,1.0,0
44359,45050,1769,338,2,1979,0.319479535,1.0,1
44360,45051,1643,263,7,15973,0.865541852,1.0,0
44361,45052,1433,42,29,54537,0.676531896,1.0,0
44362,45053,1118,66,10,13365,0.697936401,0.0,0
44363,45054,705,88,20,20191,0.761203011,1.0,0
44364,45055,2781,29,5,6799,0.832079718,1.0,0
44365,45056,2781,659,2,2458,1.0,0.0,1
44366,45057,2988,27,26,43538,0.65919955,1.0,0
44367,45058,2980,40,5,8005,0.793309182,1.0,0
44368,45059,2960,1,31,33671,0.79397434,1.0,0
44369,45060,1688,69,9,74714,0.799971357,1.0,0
44370,45061,1624,32,40,64908,0.758355673,1.0,0
44371,45062,1610,99,21,22631,0.727990809,1.0,0
44372,45063,1590,23,7,7911,1.002430793,1.0,0
44373,45064,1583,30,18,25488,0.599375785,1.0,0
44374,45065,1576,543,2,7672,0.7,0.0,1
44375,45066,1569,22,7,9151,0.646722763,1.0,0
44376,45067,1561,106,3,5600,0.492017857,1.0,0
44377,45068,1561,591,2,4957,0.726951785,0.0,1
44378,45069,1548,568,5,6808,0.603892479,0.0,1
44379,45070,1548,258,5,2895,0.672,1.0,1
44380,45071,1548,313,8,7789,0.578225703,0.0,1
44381,45072,1548,49,2,1158,0.915,1.0,0
44382,45073,1527,162,4,5853,0.7401298479999999,1.0,1
44383,45074,1513,116,4,4670,0.6910877940000001,0.0,0
44384,45075,2616,3,213,187917,1.146354614,1.0,0
44385,45076,1513,470,2,2392,0.475,0.0,1
44386,45077,1987,95,2,2630,0.592836502,1.0,0
44387,45078,1506,673,2,1684,0.7315914490000001,0.0,1
44388,45079,1506,134,5,7029,0.53475032,1.0,0
44389,45080,1506,28,5,3905,0.307364917,1.0,0
44390,45081,1485,303,3,3527,0.5738871560000001,1.0,0
44391,45082,1485,142,2,6369,0.3918134720000001,1.0,1
44392,45083,1470,36,4,4285,0.7505694279999999,1.0,0
44393,45084,1470,537,3,2616,0.65,0.0,1
44394,45085,1464,188,2,4027,0.643930966,1.0,1
44395,45087,1457,39,13,13876,0.5744486879999999,1.0,0
44396,45088,1457,352,2,4520,0.735984513,1.0,1
44397,45089,1457,319,8,11496,0.743258525,0.0,1
44398,45090,1457,152,8,16588,0.40595912700000003,1.0,0
44399,45091,1450,39,4,4141,0.74010384,0.0,0
44400,45092,1442,454,4,2316,0.8875,0.0,1
44401,45093,1442,374,5,6104,0.977391874,0.0,1
44402,45094,1436,2,22,26573,0.624049599,1.0,0
44403,45095,1408,580,2,1746,0.8983963340000001,0.0,1
44404,45096,1387,393,3,3363,0.638938448,0.0,1
44405,45097,1338,670,3,4717,0.381174475,0.0,1
44406,45098,1317,9,25,23960,0.634204925,1.0,0
44407,45099,1299,260,4,9920,0.604493952,1.0,1
44408,45100,1296,697,2,3878,1.25,0.0,1
