MEMBER_NO,FLIGHT_COUNT,BASE_POINTS_SUM,SEG_KM_SUM,AVG_FLIGHT_INTERVAL,FFP_days,EXPENSE_SUM_YR_1,EXPENSE_SUM_YR_2,EXPENSE_SUM,runoff_flag,K
54994,2,516,3342,218,2724,425,905,1330,1,1
54995,4,6390,8161,123,2708,3925,1233,5158,0,0
54996,14,9238,16649,54.76923077,2708,8228,3338,11566,0,0
54997,6,5404,7390,107.4,2708,1380,3956,5336,0,1
54998,19,25156,46453,35.83333333,2704,12578,12276,24854,0,0
54999,2,2386,2710,2,2703,0,2223,2223,1,1
55001,14,11961,13982,43.53846154,2673,8884,3024,11908,1,0
55002,9,21156,21350,80.75,2696,13755,5994,19749,0,0
55003,9,9550,15460,76.75,2697,6871,3177,10048,0,0
55004,22,17392,28074,33.23809524,2702,8842,10666,19508,0,1
55005,10,8915,15599,70.22222222,2699,4961,3878,8839,0,0
55006,5,4477,5811,61.25,2702,560,3974,4534,1,1
55007,6,7158,8130,61.2,2708,0,1976,1976,0,1
55008,45,47355,81578,15.88636364,2680,14941,38253,53194,0,1
55009,8,2431,6273,34.42857143,2831,0,3469,3469,0,1
55010,8,4824,8319,50.14285714,2795,4310,0,4310,1,0
55011,26,11500,27947,29.12,2686,2143,12757,14900,0,1
55012,5,2240,6876,141.75,2683,1268,1988,3256,0,1
55013,17,22112,21842,42.875,2688,17024,7742,24766,0,0
55014,63,54604,68917,11.61290323,2735,26934,25458,52392,0,1
55015,44,30616,41636,16.09302326,2759,21793,7792,29585,0,0
55016,7,10555,9446,113.6666667,2684,0,8081,8081,0,1
55017,7,13331,9517,115,2689,5913,6725,12638,0,0
55018,14,12943,21279,50.92307692,2694,10840,3674,14514,0,0
55019,13,8999,11926,57.58333333,2686,3105,2439,5544,0,0
55020,20,14042,31024,27.73684211,2708,4426,12424,16850,0,1
55021,40,26757,33490,15.74358974,2686,17773,10504,28277,0,0
55022,2,15076,15208,9,2659,6900,0,6900,1,0
55023,23,21339,47385,12.63636364,2694,28540,0,28540,1,0
55024,2,2154,5977,103,2661,700,1647,2347,1,1
55025,7,10076,10771,67.5,2672,5580,3954,9534,0,1
55026,4,2889,4701,97.66666667,2683,0,1920,1920,0,1
55027,4,855,6223,103,2687,297,2079,2376,0,1
55028,5,8158,8599,89.5,2720,5678,1300,6978,1,0
55029,5,3028,3904,145.5,2676,1455,1848,3303,0,1
55030,4,826,4040,77,2664,1632,0,1632,1,0
55031,15,17160,19286,44,2679,6710,9027,15737,0,1
55032,46,100500,71012,16.17777778,2701,43725,47450,91175,0,1
55033,11,6192,12050,34.1,2680,0,7690,7690,0,1
55034,7,2979,6444,43,2673,4651,0,4651,1,0
55035,2,2006,2254,1,2680,0,2090,2090,1,1
55036,19,24532,29220,32.16666667,2670,14164,7508,21672,0,0
55037,4,11188,10840,81.66666667,2655,10973,0,10973,1,0
55038,2,1512,1477,1,2656,1620,0,1620,1,0
55039,24,30715,67728,28.65217391,2653,24711,16610,41321,0,0
55040,6,3318,7331,81,2797,1802,2524,4326,1,1
55041,2,1538,4570,5,2676,2665,0,2665,1,0
55042,6,3465,7490,48.2,2670,900,3447,4347,1,1
55043,2,958,2616,2,2664,1792,0,1792,1,0
55044,2,1521,2572,13,2670,1827,0,1827,1,0
55045,15,10043,28526,45.92857143,2672,5386,6890,12276,0,0
55046,14,14499,27538,47.46153846,2647,6545,7871,14416,0,1
55047,2,2132,2571,100,2648,1843,0,1843,1,0
55048,7,5932,7551,32.5,2649,5738,0,5738,1,0
55049,15,6374,10920,25.07142857,2677,7519,2022,9541,1,0
55050,3,1908,5901,60.5,2699,0,2924,2924,0,1
55051,3,4770,3260,300,2663,2400,1140,3540,0,0
55052,2,1547,2119,2,2663,0,1588,1588,1,1
55053,3,4376,4759,33.5,2637,2902,0,2902,1,0
55054,18,17710,48243,39.82352941,2681,5882,14698,20580,0,1
55055,18,10924,19593,35.70588235,2733,5155,2088,7243,1,0
55056,6,3763,7245,10.6,2652,5491,0,5491,1,0
55057,21,44927,33750,32.75,2678,18195,23110,41305,0,1
55058,7,4767,6222,60.66666667,2702,2561,2193,4754,1,0
55059,31,16380,18218,24.2,2652,9994,13748,23742,0,1
55060,9,4209,10402,62.875,2664,3000,3057,6057,0,1
55061,15,25055,22084,33.64285714,2643,9230,14104,23334,0,1
55062,10,11699,17182,75.33333333,2637,5365,6166,11531,0,1
55063,10,4085,12007,54.88888889,2678,2992,3963,6955,0,1
55064,2,1962,1989,3,2659,2020,0,2020,1,0
55065,6,12561,16015,93.2,2664,4767,3780,8547,0,1
55066,9,6894,15236,88.875,2667,5017,2967,7984,0,0
55067,7,6703,13259,31.16666667,2641,2716,5679,8395,1,1
55068,8,6369,13739,64.71428571,2656,4045,3560,7605,0,0
55069,3,1435,4983,211.5,2680,810,0,810,0,1
55070,3,420,5115,76,2657,1548,0,1548,1,0
55071,4,4237,11011,42.33333333,2682,4318,0,4318,1,0
55072,20,19741,22963,35.47368421,2675,9296,9422,18718,0,0
55073,14,4974,19081,50.69230769,2650,1684,6975,8659,0,1
55074,9,5437,8436,15.25,2651,0,5780,5780,0,1
55075,3,9672,6775,51.5,2658,0,8263,8263,1,1
55076,56,46421,78490,11.96363636,2658,33390,19511,52901,1,0
55077,4,3094,3765,63,2666,0,2990,2990,1,1
55078,2,2126,3413,518,2644,680,992,1672,0,1
55079,13,5598,13361,52.41666667,2639,4979,2337,7316,0,0
55080,12,13258,19133,57.54545455,2634,6478,2331,8809,0,1
55081,40,19774,25323,17.17948718,2688,12849,13037,25886,0,1
55082,7,4078,6750,16.66666667,2639,0,5118,5118,0,1
55083,3,0,4582,98,2631,0,1664,1664,0,1
55084,20,16743,22438,37.36842105,2630,9803,7796,17599,0,0
55085,6,4197,7678,71,2633,0,5026,5026,0,1
55086,3,1513,6794,305,2627,1983,785,2768,0,0
55087,4,3434,7868,114.6666667,2994,0,3723,3723,0,1
55088,14,10882,20224,49.76923077,2638,7657,5642,13299,0,1
55089,6,3829,10640,116.8,2641,2228,3033,5261,0,1
55090,5,8724,9836,76.75,2610,1940,6435,8375,0,1
55091,11,8125,13928,71.4,2624,2168,6940,9108,0,1
55093,3,854,1947,2,2630,0,1155,1155,1,1
55094,9,7447,13234,74.75,2634,3755,3993,7748,0,1
55095,10,12428,18329,70,2639,3987,8400,12387,0,1
55096,92,139459,134823,7.824175824,2645,73350,66291,139641,0,1
55097,7,5965,10371,105,2629,3045,3423,6468,0,1
55098,35,26486,45712,21.26470588,2616,19400,10171,29571,0,0
55099,8,6861,9719,74.42857143,2610,5921,632,6553,0,0
55100,23,44311,34088,31.95454545,2598,12780,30941,43721,0,1
55101,6,3165,8009,20.2,2613,0,4183,4183,1,1
55102,15,4107,9219,42.57142857,2634,2466,4631,7097,0,1
55103,7,2963,3285,84.33333333,2632,1530,724,2254,0,0
55104,2,6296,16254,36,2642,0,6200,6200,1,1
55105,6,14594,10875,51.8,2624,0,13053,13053,0,1
55106,135,351159,283712,5.298507463,2616,163618,164982,328600,0,1
55107,2,1526,3934,105,2636,2040,0,2040,1,0
55108,6,3009,4466,106.8,2609,1978,1186,3164,0,0
55109,4,2100,7558,4.333333333,2607,0,2468,2468,1,1
55110,3,700,1644,52.5,2629,0,1288,1288,1,1
55111,15,11621,20042,43.07142857,2629,7606,6625,14231,0,1
55112,8,4405,11693,92.42857143,2603,1397,4661,6058,0,1
55113,6,4258,6084,74.8,2625,480,4076,4556,0,1
55114,18,23047,29913,32.52941176,2616,9303,12803,22106,0,1
55115,8,5769,7038,42.28571429,2602,5012,846,5858,1,0
55116,19,11234,22610,34.83333333,2602,6342,2369,8711,0,1
55117,31,15633,30820,18.86666667,2613,16208,5679,21887,1,0
55118,37,22459,39179,18.19444444,2607,22187,6728,28915,0,0
55119,50,38213,52061,14.53061224,2598,28376,16954,45330,0,0
55120,8,2614,9684,96,2601,3642,751,4393,0,0
55121,8,2883,6293,29.42857143,2603,4178,0,4178,1,0
55122,6,4086,10845,113.8,2596,3400,864,4264,0,0
55123,6,6637,7523,61.6,2600,0,5775,5775,0,1
55124,54,46661,79184,13.50943396,2599,27111,22688,49799,0,0
55125,32,19186,23308,22.35483871,2616,12086,10842,22928,0,0
55126,12,17369,24877,17.09090909,2614,0,14927,14927,0,1
55127,19,15816,27100,25.22222222,2600,9978,8534,18512,0,1
55128,2,2161,2217,49,2648,0,416,416,1,1
55129,4,4153,4997,124.6666667,2605,1806,1334,3140,0,0
55130,44,59745,123585,16.55813953,2616,38109,26914,65023,0,0
55131,16,4976,13259,46.4,2595,4812,2418,7230,0,0
55132,2,1302,2181,176,2651,0,1548,1548,0,1
55133,2,2306,2289,2,2602,0,2024,2024,1,1
55134,6,5092,8637,76.2,2621,729,0,729,1,1
55135,13,12078,18483,30.33333333,3127,7158,1554,8712,1,0
55136,14,8656,8569,23.92307692,2608,1944,2738,4682,1,0
55137,30,23327,55672,23.48275862,2616,16036,12230,28266,0,0
55138,8,5517,6723,80.57142857,2598,3757,2001,5758,0,0
55139,17,18320,26048,39.25,2597,10919,8448,19367,0,0
55140,118,71089,137477,5.846153846,2591,46759,43372,90131,0,1
55141,14,5917,12701,33.46153846,2601,5573,560,6133,1,0
55142,39,25355,49985,17.21052632,2610,14480,14028,28508,0,1
55143,48,22476,25052,15.19148936,2597,20090,9442,29532,0,0
55144,7,4149,10849,37.5,2585,426,5195,5621,1,1
55145,21,21428,33463,22.85,2590,5198,17046,22244,0,1
55146,3,2944,3803,232,2590,1210,2015,3225,0,1
55147,17,11496,20085,28.125,2588,2261,6522,8783,1,1
55148,3,2481,3030,82.5,2589,0,2323,2323,0,1
55149,15,15052,18287,40.42857143,2574,5095,4726,9821,0,1
55150,3,4383,3406,131.5,2587,1830,0,1830,1,0
55151,42,26816,44914,17.24390244,2592,18935,10830,29765,0,0
55152,8,10219,16050,100,2593,5093,5488,10581,0,1
55153,8,15447,11944,78.14285714,2595,10155,5597,15752,0,0
55154,2,1636,1820,4,2664,1674,0,1674,1,0
55155,2,1338,3752,3,2583,2001,0,2001,1,0
55156,6,6369,10398,8.2,2591,9086,0,9086,1,0
55157,16,13673,21032,40.4,2601,6459,7880,14339,1,1
55158,7,9707,15600,54.83333333,2585,5985,1830,7815,1,0
55159,8,11465,14202,44.28571429,2584,6842,2178,9020,1,0
55160,3,15274,15962,10,2587,0,7598,7598,1,1
55161,5,2031,6694,98.25,2588,3098,428,3526,0,0
55162,12,9746,23341,54.81818182,2580,5098,5678,10776,0,1
55163,18,22737,33287,32.41176471,2592,7436,10336,17772,1,1
55164,10,9827,22052,72.44444444,2589,4288,4229,8517,0,0
55165,4,1604,5770,65,2609,2371,0,2371,1,0
55166,53,40826,70882,13.51923077,2580,13535,24793,38328,0,1
55167,11,18119,23506,41.8,2582,10828,4743,15571,1,0
55168,9,5845,12554,69.625,2584,1164,5121,6285,0,1
55169,2,976,3136,4,2576,1875,0,1875,1,0
55170,76,45086,75477,9.573333333,2575,19447,31426,50873,0,1
55171,10,7316,11096,26,2576,908,3175,4083,1,1
55172,9,6988,16117,70.625,2581,3144,4325,7469,0,1
55173,39,30815,52217,18.68421053,2708,18622,16684,35306,0,1
55174,5,3505,7313,31.25,2589,0,4530,4530,0,1
55175,3,2738,4118,76,2587,2863,0,2863,1,0
55176,2,3934,4154,1,2569,0,3238,3238,1,1
55177,56,40327,73399,12.6,2580,23858,19562,43420,0,1
55178,21,24693,38469,36.1,2596,4450,18889,23339,0,1
55179,3,5117,5978,282,2578,3290,8145,11435,0,1
55180,16,7792,14313,46.2,2584,6133,3049,9182,0,0
55181,2,0,3196,20,2584,740,0,740,1,0
55182,2,1126,2925,6,2581,1375,0,1375,1,0
55183,8,7558,13914,85,2580,3342,4540,7882,0,1
55184,10,5820,9610,64.11111111,2575,4936,1668,6604,0,0
55185,9,2836,6849,40.875,2571,3159,0,3159,1,0
55186,2,1000,760,61,2576,1122,0,1122,1,0
55187,2,3093,3261,74,2574,0,2536,2536,1,1
55188,33,34038,56106,21.25,2575,15513,18162,33675,0,1
55189,9,7488,14888,54.75,2570,5328,2692,8020,1,0
55190,13,6981,11444,52.91666667,2583,5949,2491,8440,0,0
55191,8,9370,12931,88.28571429,2571,6413,3950,10363,0,0
55192,6,3748,10685,94.2,2569,5085,0,5085,0,0
55193,4,7188,5232,138,2575,3840,3610,7450,0,1
55194,6,4659,13042,61.6,2569,0,5700,5700,0,1
55195,2,1658,4500,18,2567,2768,0,2768,1,0
55196,10,15913,19056,71.44444444,2554,9024,5139,14163,0,0
55197,9,4560,10577,85.875,2592,3125,1714,4839,0,0
55198,3,1302,3623,23.5,2562,1536,0,1536,1,0
55199,11,11654,16888,51.1,2565,3730,2315,6045,0,0
55200,9,5106,7085,77.75,2564,2430,3272,5702,0,1
55201,5,3488,6206,119.25,2559,1512,2450,3962,0,1
55202,10,2143,7580,56.88888889,2560,1618,2773,4391,0,1
55203,4,18608,48928,126,2554,5700,5700,11400,0,1
55204,3,1237,3220,89,2564,1553,0,1553,1,0
55205,11,12328,16383,49.1,2565,7876,1954,9830,0,0
55206,58,66176,103107,12,2561,45030,21368,66398,0,0
55207,37,25061,42416,19.52777778,2569,10559,3435,13994,0,0
55208,15,12377,18321,51.07142857,2588,8129,5036,13165,0,0
55209,26,13917,27937,27.52,2565,5372,11615,16987,0,1
55210,5,1171,9666,126.25,2609,588,2366,2954,0,1
55211,11,5877,9969,63,2562,5430,1174,6604,0,0
55212,3,2678,4020,85.5,2563,1190,1963,3153,1,1
55213,6,6522,6798,23.6,2548,0,5907,5907,0,1
55214,3,1972,3658,113,2564,0,2462,2462,0,1
55215,26,22784,33653,23.52,2552,11814,11366,23180,0,0
55216,2,1152,1746,1,2563,1302,0,1302,1,0
55217,27,12961,22054,27.03846154,2564,6377,8992,15369,0,1
55218,6,5647,9704,129.4,2555,3160,2797,5957,0,1
55219,8,6395,9807,94.57142857,2551,3003,3537,6540,0,1
55220,19,12964,32668,30.72222222,2562,10081,6680,16761,1,0
55221,13,10909,17168,54.41666667,2541,3428,8374,11802,0,1
55222,2,1276,2310,116,2574,0,1723,1723,1,1
55223,6,4638,8787,70,2556,4830,626,5456,0,0
55224,66,56824,96751,11.2,2575,28859,32183,61042,0,1
55225,3,1266,3465,101,2557,1313,515,1828,1,0
55226,9,2662,14343,80.375,2553,1121,4630,5751,0,1
55227,12,9604,15911,43.90909091,2547,4081,762,4843,0,0
55228,17,11127,20957,42.375,2555,5315,2214,7529,0,0
55229,37,26455,47800,15.36111111,2553,18621,5113,23734,1,0
55230,22,20773,40070,32.33333333,2546,14760,8054,22814,0,0
55231,3,1582,3916,118,2548,2049,0,2049,1,0
55232,4,2782,4571,122.3333333,2560,1188,1564,2752,0,0
55233,6,11292,28144,100.8,2555,6400,1391,7791,0,1
55234,12,8104,14309,21.81818182,2559,4084,5699,9783,1,1
55235,20,20048,21035,35.31578947,2542,6430,22136,28566,0,1
55236,2,3344,4808,210,2552,0,3289,3289,0,1
55237,13,8150,14641,57.91666667,2552,4510,5268,9778,0,0
55238,5,2972,7407,22,2547,3997,0,3997,1,0
55239,49,32791,35092,14.89583333,2550,19770,14030,33800,0,0
55240,98,83896,129338,7.350515464,2539,25931,29747,55678,0,1
55241,17,8815,11807,37.875,2532,7050,3593,10643,0,0
55242,10,11791,11647,47.88888889,2536,1572,3386,4958,0,1
55243,8,5803,8809,71.85714286,2547,0,4694,4694,0,1
55244,2,1155,2095,356,2546,847,630,1477,0,1
55245,3,3488,4330,55,2536,0,2904,2904,1,1
55246,66,77216,94599,11.10769231,2521,29705,39048,68753,0,1
55247,2,2580,6600,7,2518,0,1280,1280,1,1
55248,25,14796,36383,22.125,2532,8071,10615,18686,0,1
55249,20,13376,18327,22.52631579,2540,7219,6039,13258,1,0
55250,5,2252,6955,6.5,3096,0,3092,3092,1,1
55251,2,2112,2310,131,2542,2100,0,2100,1,0
55252,2,5390,4821,601,2616,0,1756,1756,0,1
55253,30,52617,39021,24.44827586,2601,22085,29495,51580,0,1
55254,5,4205,9322,89.75,2520,1878,5239,7117,1,0
55255,6,8972,12233,39,2547,5747,0,5747,1,0
55256,17,10362,19373,44.0625,2602,9820,3782,13602,0,0
55257,5,5019,6274,103.5,2532,2115,762,2877,1,0
55258,2,9972,7672,2,2520,0,8008,8008,1,1
55259,10,2991,13003,65.33333333,2527,693,5091,5784,0,1
55260,11,10574,17077,58.9,2518,2663,8513,11176,0,1
55261,10,11132,19953,44.22222222,2527,1785,9300,11085,0,1
55262,3,3313,5849,106.5,2518,3673,0,3673,1,0
55263,6,2248,3624,88.2,2588,1933,808,2741,0,0
55264,2,3934,4154,3,2518,0,3220,3220,1,1
55265,12,19295,23709,15.72727273,2526,0,15983,15983,0,1
55266,15,11415,25664,45,2509,9266,5269,14535,0,0
55267,2,2497,4078,29,2514,0,2284,2284,1,1
55268,30,22894,43164,21.51724138,2536,10505,9598,20103,0,1
55269,15,33280,26433,42.71428571,2513,7122,24147,31269,0,1
55270,9,6069,8950,77.375,2583,4025,2884,6909,0,0
55271,23,15293,21831,31.77272727,2518,6991,8948,15939,0,1
55272,18,8304,19919,39.58823529,2505,4546,6193,10739,0,1
55273,77,93322,144030,9.328947368,2555,40464,53056,93520,0,1
55274,8,3867,10932,84.28571429,2514,0,2800,2800,0,1
55275,7,4934,4643,51.83333333,2499,2540,2278,4818,1,0
55276,5,3606,5316,149.5,2505,0,2662,2662,0,1
55277,5,1252,7529,73,2509,705,2644,3349,0,1
55278,28,17734,35936,24.33333333,2501,11690,11222,22912,0,0
55279,2,2726,2892,142,2507,0,2118,2118,0,1
55280,2,3816,3934,89,2496,0,3162,3162,1,1
55281,2,2174,2266,27,2497,0,1793,1793,1,1
55282,11,9138,16064,56.8,2511,4174,5070,9244,0,1
55283,16,14774,19186,34,2482,6631,10959,17590,1,1
55284,46,39328,62303,15.71111111,2493,12971,28870,41841,0,1
55285,14,13612,18928,51.07692308,2481,6901,7404,14305,0,1
55286,5,16226,30482,87.5,2497,3852,8963,12815,0,1
55287,15,14462,22726,45.78571429,2498,12408,2341,14749,0,0
55288,8,42904,76142,68.28571429,2482,5200,11400,16600,0,1
55289,7,5332,11389,118,2532,4155,2607,6762,0,0
55290,20,15465,24538,35.84210526,2488,12219,6224,18443,0,0
55291,12,5060,10694,14.09090909,2480,0,7147,7147,0,1
55292,6,3832,9366,73.4,2493,3600,1497,5097,1,0
55293,7,5288,13341,60.83333333,2484,1394,3358,4752,1,1
55294,6,1983,5300,105.2,2514,847,1864,2711,0,1
55295,5,3910,6956,114,2544,1552,2180,3732,0,1
55296,11,17226,28863,37.8,2918,2565,12334,14899,0,1
55297,26,7124,21994,24.76,2523,3664,5965,9629,0,1
55298,2,2585,3630,9,2466,0,2724,2724,1,1
55299,10,9230,15598,46.22222222,2485,7109,3260,10369,1,0
55300,22,11302,17637,27.57142857,2488,425,14185,14610,0,1
55301,2,23264,24464,29,2476,7020,0,7020,1,0
55302,2,886,2378,11,2507,0,714,714,1,1
55303,14,4119,16281,31.15384615,2466,1421,3406,4827,1,0
55304,4,1037,4157,210,2468,1729,518,2247,0,0
55305,15,6624,9815,47.78571429,2460,6175,2986,9161,0,0
55306,11,13119,12885,56.7,2505,3435,7395,10830,0,1
55307,9,8418,20809,47.25,2468,5908,2523,8431,1,0
55308,16,6279,15729,42.26666667,2454,3362,5353,8715,0,1
55309,8,6109,10464,51.42857143,2473,640,6413,7053,0,1
55310,12,10568,14654,54,2444,2040,7947,9987,0,1
55311,6,1217,11334,72,2463,2643,1292,3935,1,0
55312,34,22652,26023,17.45454545,2440,6638,16737,23375,0,1
55313,14,16257,22106,39.53846154,2441,8829,6005,14834,1,0
55314,13,11171,25404,48.58333333,2450,3196,9541,12737,0,1
55315,23,10489,31771,29.22727273,2447,5211,10829,16040,0,1
55316,7,4100,7215,98.16666667,2506,2283,2385,4668,0,0
55317,10,7455,9254,51.88888889,2482,5564,1284,6848,0,0
55318,8,4418,14042,86.28571429,2574,3036,2718,5754,0,0
55319,8,6721,13184,38.57142857,2437,6465,0,6465,1,0
55320,18,35151,30662,38.70588235,2419,19973,15629,35602,0,1
55321,3,2691,3162,65,2443,0,3185,3185,1,1
55322,4,1703,5948,88.33333333,2406,1615,1491,3106,1,1
55323,36,32275,44803,19.42857143,2408,22921,12002,34923,0,0
55324,62,42537,64886,11.68852459,2402,30935,17817,48752,0,0
55325,36,94452,66829,20.28571429,2464,44208,40716,84924,0,1
55326,14,10632,21844,31.84615385,2386,2465,8488,10953,0,1
55327,3,2271,2358,183.5,2404,700,595,1295,0,0
55328,5,5008,5143,159.25,2426,1780,792,2572,0,0
55329,7,5112,8337,50.66666667,2397,5551,0,5551,1,0
55330,44,49255,41743,16.44186047,2480,23304,34071,57375,0,1
55331,10,5539,10777,22.77777778,2380,0,6301,6301,0,1
55332,21,18153,20423,34.4,2374,10082,6093,16175,0,0
55333,2,1200,1211,1,2339,1003,0,1003,1,0
55334,2,0,1206,2,2311,0,483,483,1,1
55335,8,23992,60765,80.57142857,2366,2400,19450,21850,0,1
55336,48,30711,45717,14.40425532,2363,18645,18011,36656,0,1
55337,3,1972,2183,171,2304,672,1003,1675,1,0
55338,5,6399,4486,104.5,2293,5010,1805,6815,0,0
55339,13,9972,11794,38.16666667,2288,2995,6088,9083,0,0
55340,22,13901,30236,32.04761905,2274,4137,10750,14887,0,1
55341,24,15106,32598,28.60869565,2301,9316,9379,18695,0,1
55342,2,1631,3532,123,2247,0,1840,1840,1,1
55343,6,5844,8977,44.4,2245,0,5563,5563,0,1
55344,29,36658,43057,25,2247,22368,13354,35722,0,0
55345,3,1658,6250,246,2224,2255,564,2819,0,0
55346,16,11864,18613,47,2758,4981,3792,8773,0,0
55347,3,13568,22814,304.5,2213,3500,3800,7300,0,1
55348,16,11215,30542,43.8,2246,7537,7052,14589,0,0
55349,5,2980,8564,124,2251,671,3772,4443,0,1
55350,14,10113,16945,52.61538462,2223,3811,7810,11621,0,1
55351,3,658,2494,259,2240,929,338,1267,0,0
55352,4,2753,2957,94.66666667,2231,640,1960,2600,0,1
55353,2,0,1850,10,2229,0,420,420,1,1
55354,17,12890,22660,39.9375,2178,14006,2450,16456,0,0
55355,2,1527,2181,190,2195,1722,0,1722,1,0
55356,3,1434,2611,71.5,2164,2195,0,2195,1,0
55358,9,14679,15883,72.75,2180,1750,6949,8699,0,1
55359,4,3495,6967,23.66666667,2157,0,3439,3439,1,1
55360,11,8078,16106,49.1,2146,8148,2049,10197,1,0
55361,2,3285,8367,337,2144,365,1900,2265,0,1
55362,2,1968,2092,1,2162,0,1782,1782,1,1
55363,11,17250,13163,41.9,2140,14727,0,14727,1,0
55364,127,69661,131400,5.666666667,2136,22212,62925,85137,0,1
55365,22,13996,38471,26.04761905,2205,7801,12422,20223,0,1
55366,4,1718,2938,160,3127,1808,476,2284,0,0
55367,7,9502,14272,88.83333333,2118,7346,3174,10520,0,0
55368,32,24609,27539,20.29032258,2666,15099,12225,27324,1,0
55369,26,21374,24989,27.92,2113,13275,8914,22189,0,0
55370,27,21924,35649,27.34615385,2100,15545,8185,23730,0,0
55371,11,7650,11928,50.1,2101,3840,2514,6354,1,1
55372,9,3655,9859,86.625,2097,567,1554,2121,0,1
55373,3,3946,5509,31.5,2085,2975,0,2975,1,0
55374,6,988,9705,47.8,2059,0,3502,3502,0,1
55375,29,21665,52915,25.82142857,2046,11166,15602,26768,0,1
55376,5,6322,8491,105,2044,1280,0,1280,1,0
55377,23,13176,26208,31.04545455,2031,8607,8466,17073,0,1
55378,9,2795,9551,38,2026,2136,2932,5068,0,1
55379,45,31437,41129,16.02272727,2010,14431,21335,35766,0,1
55380,7,2608,7051,90.16666667,2000,1800,1916,3716,0,1
55381,15,10348,24736,51.5,1990,6196,8282,14478,0,1
55382,6,4990,5542,112.2,1982,1836,2876,4712,0,1
55383,7,5546,8155,99,1981,2614,3351,5965,0,1
55384,6,7430,12863,102.8,1974,4193,3814,8007,0,1
55385,4,1540,4274,133,1973,1820,744,2564,0,1
55386,4,1570,3275,182.6666667,1968,1638,542,2180,0,0
55387,24,15255,25494,26.26086957,1961,11258,4457,15715,0,0
55388,17,10078,15203,30.875,1945,6055,3533,9588,0,0
55389,9,6824,10702,72.25,1935,5909,2796,8705,0,0
55390,20,10291,18698,23.57894737,1928,8274,5401,13675,1,0
55391,2,1404,1875,175,1925,1647,0,1647,1,0
55392,22,24852,40642,28.47619048,1924,11913,13750,25663,0,1
55393,24,18909,36689,29.39130435,1914,6191,8717,14908,0,1
55394,9,5775,10659,45,1915,6315,320,6635,1,0
55395,4,2801,4521,12,1902,3060,0,3060,1,0
55396,25,32739,49692,27.79166667,1896,17627,14344,31971,0,0
55397,6,6738,13485,65.6,1892,3955,3973,7928,1,1
55398,2,717,1808,3,1901,1075,0,1075,1,0
55399,7,6675,7475,109,1877,3510,1291,4801,0,1
55400,15,8423,15862,25.5,1874,10673,0,10673,1,0
55401,2,1497,2245,483,1853,0,554,554,0,1
55402,10,12808,19951,44.66666667,1855,7549,3087,10636,1,0
55403,25,17829,23373,28.91666667,1850,13455,3949,17404,0,0
55404,18,6284,18079,39.17647059,1849,2557,6433,8990,0,1
55405,2,1457,2101,53,1847,0,1575,1575,1,1
55406,3,3292,5850,137.5,1847,0,3883,3883,0,1
55407,9,5457,11052,50.5,1834,2045,5245,7290,0,1
55408,9,9345,10067,31.75,1826,9374,0,9374,1,0
55409,10,7452,11959,63.66666667,2862,3197,3895,7092,0,1
55410,21,14230,20638,32.45,1813,8351,7351,15702,0,0
55411,3,7906,8588,96.5,1799,3000,4350,7350,1,1
55412,7,10112,12182,84.66666667,1815,7140,2661,9801,0,0
55413,2,0,2356,37,1779,566,0,566,1,0
55414,15,6858,18914,20.64285714,1769,10806,0,10806,1,0
55415,8,4481,9739,93.57142857,1770,3034,4220,7254,0,1
55416,8,6516,8665,99,1735,2790,3026,5816,0,1
55417,2,435,2356,299,1750,283,554,837,0,1
55418,2,1526,3934,14,1715,1785,0,1785,1,0
55419,3,3120,4362,253.5,1712,2420,1024,3444,0,0
55420,31,68328,112940,24.06666667,1706,33815,26035,59850,0,0
55421,2,2553,2285,5,1705,0,2108,2108,1,1
55422,4,5132,5557,73,1702,3492,1272,4764,1,0
55423,3,484,4825,192,1698,0,595,595,0,0
55424,62,57716,87599,11.80327869,1696,24570,35097,59667,0,1
55425,5,2923,4599,124.25,1693,2581,0,2581,0,0
55426,18,14854,25713,36.70588235,1688,10514,4303,14817,0,0
55427,2,1572,4154,4,1695,2100,0,2100,1,0
55428,7,6217,6757,102.1666667,1685,2560,3249,5809,0,1
55430,9,8680,11051,44.625,1681,6433,2343,8776,1,0
55431,9,6127,10468,31.125,1675,0,907,907,0,1
55432,17,5790,11925,44.5625,1674,4425,4260,8685,0,1
55433,21,19613,31333,33.95,1667,7530,9056,16586,0,1
55434,9,5171,8745,60.625,1643,3268,2100,5368,0,1
55435,2,1232,3458,3,1640,1815,0,1815,1,0
55436,6,12779,9206,68.8,1632,1470,10435,11905,0,1
55437,54,59581,71954,13.47169811,1627,32077,23633,55710,0,0
55438,17,12881,42083,39.875,1648,9827,7423,17250,0,0
55439,5,5120,14465,80.75,1620,3084,2160,5244,1,0
55440,22,11695,18820,33.61904762,1615,11242,3294,14536,0,0
55441,4,4459,8061,225.3333333,1637,3615,735,4350,0,0
55442,6,4146,8489,78.6,1609,1890,2597,4487,0,1
55443,11,8258,12433,37.6,1612,0,7083,7083,0,1
55444,6,3315,9253,108.4,1607,2207,2576,4783,0,1
55445,10,9235,10217,31.66666667,1606,8263,0,8263,1,0
55446,21,12387,22208,25.05,1740,12436,1767,14203,1,0
55447,4,2161,3793,177,1628,2270,436,2706,0,0
